10.32-10.12.2022,СГ1796,Радиатор биметаллический Fondital ALUSTAL bi 500/100 (170 Вт) 10 секций,12990,79,https://www.konturterm.ru/catalog/otoplenie/radiatory/bimetallicheskie/55007/,радиатор,биметаллический,1700
10.32-10.12.2022,СГ1948,Радиатор биметаллический Konner 500/100 (135 Вт) 12 секций,10290,30,https://www.konturterm.ru/catalog/otoplenie/radiatory/bimetallicheskie/60450/,радиатор,биметаллический,1620
10.32-10.12.2022,СГ1915,Радиатор биметаллический Konner 500/80 (123 Вт) 12 секций,9290,96,https://www.konturterm.ru/catalog/otoplenie/radiatory/bimetallicheskie/54190/,радиатор,биметаллический,1476
10.32-10.12.2022,СГ1756,Радиатор биметаллический Konner 500/100 (135 Вт) 10 секций,8590,81,https://www.konturterm.ru/catalog/otoplenie/radiatory/bimetallicheskie/49325/,радиатор,биметаллический,1350
10.32-10.12.2022,СГ1794,Радиатор биметаллический Konner 200/100 (80 Вт) 12 секций,8290,4,https://www.konturterm.ru/catalog/otoplenie/radiatory/bimetallicheskie/54992/,радиатор,биметаллический,960
10.32-10.12.2022,СГ1940,Радиатор биметаллический Fondital ALUSTAL bi 500/100 (170 Вт) 6 секций,7790,20,https://www.konturterm.ru/catalog/otoplenie/radiatory/bimetallicheskie/51473/,радиатор,биметаллический,1020
10.32-10.12.2022,СГ1987,Радиатор биметаллический Konner 500/80 (123 Вт) 10 секций,7790,312,https://www.konturterm.ru/catalog/otoplenie/radiatory/bimetallicheskie/57240/,радиатор,биметаллический,1230
10.32-10.12.2022,СГ1793,Радиатор биметаллический Konner 200/100 (80 Вт) 10 секций,6990,9,https://www.konturterm.ru/catalog/otoplenie/radiatory/bimetallicheskie/59256/,радиатор,биметаллический,800
10.33-10.12.2022,СГ1917,Радиатор биметаллический Konner 500/100 (135 Вт) 8 секций,6890,20,https://www.konturterm.ru/catalog/otoplenie/radiatory/bimetallicheskie/54462/,радиатор,биметаллический,1080
10.33-10.12.2022,СГ1935,Радиатор биметаллический Konner 500/80 (123 Вт) 8 секций,6190,43,https://www.konturterm.ru/catalog/otoplenie/radiatory/bimetallicheskie/51356/,радиатор,биметаллический,984
10.33-10.12.2022,СГ1963,Радиатор биметаллический Konner 500/80 (123 Вт) 6 секций,4690,66,https://www.konturterm.ru/catalog/otoplenie/radiatory/bimetallicheskie/61060/,радиатор,биметаллический,738
10.33-10.12.2022,СГ5116,Радиатор PURMO стальной панельный CV-33 600х2600 мм (6126 Вт),40940,7,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/54421/,радиатор,стальной панельный,6126
10.33-10.12.2022,СГ5021,Радиатор PURMO стальной панельный CV-33 300х3000 мм (4041 Вт),31630,1,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/57162/,радиатор,стальной панельный,4041
10.33-10.12.2022,СГ4993,Радиатор PURMO стальной панельный CV-22 600х2000 мм (3418 Вт),23040,1,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/57161/,радиатор,стальной панельный,3418
10.33-10.12.2022,СГ4992,Радиатор PURMO стальной панельный CV-22 600х1800 мм (3076 Вт),21210,1,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/57160/,радиатор,стальной панельный,3076
10.33-10.12.2022,СГ4827,Радиатор PURMO стальной панельный C-22 900х1200 мм (2866 Вт),17530,5,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/139092/,радиатор,стальной панельный,2866
10.33-10.12.2022,СГ4826,Радиатор PURMO стальной панельный C-22 900х1000 мм (2388 Вт),15200,9,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/139091/,радиатор,стальной панельный,2388
10.33-10.12.2022,ТВ3806,Радиатор Borpan стальной панельный V-22 500х2000 мм (2860 Вт),14630,4,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/140607/,радиатор,стальной панельный,2860
10.33-10.12.2022,СГ4804,Радиатор PURMO стальной панельный C-22 500х1400 мм (2058 Вт),13610,5,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/57076/,радиатор,стальной панельный,2058
10.33-10.12.2022,СГ4943,Радиатор PURMO стальной панельный CV-22 300х1400 мм (1345 Вт),13510,1,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/57132/,радиатор,стальной панельный,1345
10.33-10.12.2022,ТВ3819,Радиатор Borpan стальной панельный V-22 600х1600 мм (2646 Вт),13426,1,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/140620/,радиатор,стальной панельный,2646
10.33-10.12.2022,ТВ3818,Радиатор Borpan стальной панельный V-22 600х1500 мм (2481 Вт),12760,10,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/140619/,радиатор,стальной панельный,2481
10.33-10.12.2022,СГ4777,Радиатор PURMO стальной панельный C-22 300х2000 мм (1922 Вт),12750,4,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/57065/,радиатор,стальной панельный,1922
10.33-10.12.2022,СГ4825,Радиатор PURMO стальной панельный C-22 900х 800 мм (1910 Вт),12630,4,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/57092/,радиатор,стальной панельный,1910
10.33-10.12.2022,СГ4802,Радиатор PURMO стальной панельный C-22 500х1100 мм (1617 Вт),12540,2,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/57074/,радиатор,стальной панельный,1617
10.33-10.12.2022,ТВ3920,Радиатор Borpan стальной панельный C-22 600х1600 мм (2646 Вт),12278,2,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/140644/,радиатор,стальной панельный,2646
10.33-10.12.2022,ТВ3817,Радиатор Borpan стальной панельный V-22 600х1400 мм (2316 Вт),12085,24,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/140618/,радиатор,стальной панельный,2316
10.33-10.12.2022,СГ4919,Радиатор PURMO стальной панельный CV-11 600х1600 мм (1629 Вт),11980,3,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/57124/,радиатор,стальной панельный,1629
10.33-10.12.2022,ТВ3802,Радиатор Borpan стальной панельный V-22 500х1400 мм (2002 Вт),11842,21,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/140604/,радиатор,стальной панельный,2002
10.33-10.12.2022,СГ4776,Радиатор PURMO стальной панельный C-22 300х1800 мм (1730 Вт),11770,4,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/57064/,радиатор,стальной панельный,1730
10.33-10.12.2022,ТВ3816,Радиатор Borpan стальной панельный V-22 600х1300 мм (2150 Вт),11422,6,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/140617/,радиатор,стальной панельный,2150
10.33-10.12.2022,СГ2182,Радиатор IDMAR стальной панельный V-22 600х1200 мм (1869 Вт),11241,1,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/132180/,радиатор,стальной панельный,1869
10.33-10.12.2022,ТВ3623,Радиатор Borpan стальной панельный V-11 600х2000 мм (1792 Вт),11060,1,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/140559/,радиатор,стальной панельный,1792
10.33-10.12.2022,СГ3871,Радиатор IDMAR стальной панельный V-22 500х1400 мм (1884 Вт),11032,1,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/132361/,радиатор,стальной панельный,1884
10.33-10.12.2022,ТВ3902,Радиатор Borpan стальной панельный C-22 500х1600 мм (2288 Вт),10998,4,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/140633/,радиатор,стальной панельный,2288
10.33-10.12.2022,ТВ3918,Радиатор Borpan стальной панельный C-22 600х1400 мм (2316 Вт),10937,10,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/140643/,радиатор,стальной панельный,2316
10.33-10.12.2022,СГ5619,Радиатор PURMO стальной панельный C-33 500х600 мм (1221 Вт),10910,2,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/61578/,радиатор,стальной панельный,1221
10.33-10.12.2022,СГ4800,Радиатор PURMO стальной панельный C-22 500х900 мм (1323 Вт),10850,1,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/57072/,радиатор,стальной панельный,1323
10.33-10.12.2022,ТВ3815,Радиатор Borpan стальной панельный V-22 600х1200 мм (1985 Вт),10749,54,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/140616/,радиатор,стальной панельный,1985
10.33-10.12.2022,СГ4775,Радиатор PURMO стальной панельный C-22 300х1600 мм (1538 Вт),10660,1,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/57063/,радиатор,стальной панельный,1538
10.33-10.12.2022,ТВ3765,Радиатор Borpan стальной панельный V-22 300х1600 мм (1514 Вт),10399,1,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/140592/,радиатор,стальной панельный,1514
10.34-10.12.2022,ТВ3622,Радиатор Borpan стальной панельный V-11 600х1800 мм (1613 Вт),10247,5,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/140558/,радиатор,стальной панельный,1613
10.34-10.12.2022,СГ5022,Радиатор PURMO стальной панельный CV-33 450х400 мм (748 Вт),10166,3,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/57163/,радиатор,стальной панельный,748
10.34-10.12.2022,ТВ3814,Радиатор Borpan стальной панельный V-22 600х1100 мм (1819 Вт),10077,39,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/140615/,радиатор,стальной панельный,1819
10.34-10.12.2022,СГ4940,Радиатор PURMO стальной панельный CV-22 300х800 мм (769 Вт),10060,7,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/57129/,радиатор,стальной панельный,769
10.34-10.12.2022,СГ4799,Радиатор PURMO стальной панельный C-22 500х800 мм (1176 Вт),9980,3,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/57071/,радиатор,стальной панельный,1176
10.34-10.12.2022,ТВ3608,Радиатор Borpan стальной панельный V-11 500х2000 мм (1534 Вт),9928,3,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/140756/,радиатор,стальной панельный,1534
10.34-10.12.2022,ТВ3798,Радиатор Borpan стальной панельный V-22 500х1100 мм (1573 Вт),9922,82,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/140602/,радиатор,стальной панельный,1573
10.34-10.12.2022,ТВ3900,Радиатор Borpan стальной панельный C-22 500х1400 мм (2002 Вт),9812,2,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/140632/,радиатор,стальной панельный,2002
10.34-10.12.2022,СГ4871,Радиатор PURMO стальной панельный CV-11 300х1600 мм (874 Вт),9810,1,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/57099/,радиатор,стальной панельный,874
10.34-10.12.2022,ТВ3800,Радиатор Borpan стальной панельный V-22 500х1200 мм (1716 Вт),9782,29,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/140603/,радиатор,стальной панельный,1716
10.34-10.12.2022,ТВ3915,Радиатор Borpan стальной панельный C-22 600х1100 мм (1819 Вт),9698,9,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/140641/,радиатор,стальной панельный,1819
10.34-10.12.2022,ТВ3916,Радиатор Borpan стальной панельный C-22 600х1200 мм (1985 Вт),9601,8,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/140642/,радиатор,стальной панельный,1985
10.34-10.12.2022,СГ4752,Радиатор PURMO стальной панельный C-11 600х1800 мм (1832 Вт),9560,7,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/57056/,радиатор,стальной панельный,1832
10.34-10.12.2022,СГ4761,Радиатор PURMO стальной панельный C-11 900х1200 мм (1712 Вт),9560,10,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/139090/,радиатор,стальной панельный,1712
10.34-10.12.2022,СГ4927,Радиатор PURMO стальной панельный CV-11 900х800 мм (1142 Вт),9560,7,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/139094/,радиатор,стальной панельный,1142
10.34-10.12.2022,СГ4902,Радиатор PURMO стальной панельный CV-11 500х1400 мм (1215 Вт),9520,7,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/57111/,радиатор,стальной панельный,1215
10.34-10.12.2022,ТВ3763,Радиатор Borpan стальной панельный V-22 300х1400 мм (1324 Вт),9462,11,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/140591/,радиатор,стальной панельный,1324
10.34-10.12.2022,ТВ3813,Радиатор Borpan стальной панельный V-22 600х1000 мм (1654 Вт),9452,69,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/140614/,радиатор,стальной панельный,1654
10.34-10.12.2022,СГ4740,Радиатор PURMO стальной панельный C-11 500х1800 мм (1562 Вт),9320,6,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/57044/,радиатор,стальной панельный,1562
10.34-10.12.2022,СГ4901,Радиатор PURMO стальной панельный CV-11 500х1200 мм (1042 Вт),9320,1,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/57110/,радиатор,стальной панельный,1042
10.34-10.12.2022,ТВ3621,Радиатор Borpan стальной панельный V-11 600х1600 мм (1434 Вт),9266,10,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/140557/,радиатор,стальной панельный,1434
10.34-10.12.2022,СГ4010,Радиатор PURMO стальной панельный CV-22 300х700 мм (673 Вт),9250,10,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/48893/,радиатор,стальной панельный,673
10.34-10.12.2022,ТВ3607,Радиатор Borpan стальной панельный V-11 500х1800 мм (1381 Вт),9221,3,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/140544/,радиатор,стальной панельный,1381
10.34-10.12.2022,СГ5646,Радиатор PURMO стальной панельный CV-21S 600х700 мм (938 Вт),9190,4,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/57249/,радиатор,стальной панельный,938
10.34-10.12.2022,ТВ3914,Радиатор Borpan стальной панельный C-22 600х1000 мм (1654 Вт),9019,10,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/140640/,радиатор,стальной панельный,1654
10.34-10.12.2022,ТВ3606,Радиатор Borpan стальной панельный V-11 500х1600 мм (1227 Вт),8989,13,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/140543/,радиатор,стальной панельный,1227
10.34-10.12.2022,СГ4870,Радиатор PURMO стальной панельный CV-11 300х1400 мм (764 Вт),8950,3,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/57098/,радиатор,стальной панельный,764
10.34-10.12.2022,СГ5373,Радиатор PURMO стальной панельный CV-11 900х700 мм (999 Вт),8890,3,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/134084/,радиатор,стальной панельный,999
10.34-10.12.2022,СГ4939,Радиатор PURMO стальной панельный CV-22 300х600 мм (577 Вт),8880,1,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/57128/,радиатор,стальной панельный,577
10.34-10.12.2022,ТВ3620,Радиатор Borpan стальной панельный V-11 600х1500 мм (1344 Вт),8854,2,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/140556/,радиатор,стальной панельный,1344
10.34-10.12.2022,СГ4914,Радиатор PURMO стальной панельный CV-11 600х900 мм (916 Вт),8840,6,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/57119/,радиатор,стальной панельный,916
10.34-10.12.2022,СГ4900,Радиатор PURMO стальной панельный CV-11 500х1100 мм (955 Вт ),8830,9,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/57109/,радиатор,стальной панельный,955
10.34-10.12.2022,ТВ3812,Радиатор Borpan стальной панельный V-22 600х900 мм (1489 Вт),8787,54,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/140613/,радиатор,стальной панельный,1489
10.34-10.12.2022,СГ4966,Радиатор PURMO стальной панельный CV-22 500х400 мм (588 Вт),8700,5,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/57136/,радиатор,стальной панельный,588
10.34-10.12.2022,ТВ3898,Радиатор Borpan стальной панельный C-22 500х1200 мм (1716 Вт),8634,10,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/140631/,радиатор,стальной панельный,1716
10.35-10.12.2022,ТВ3797,Радиатор Borpan стальной панельный V-22 500х1000 мм (1430 Вт),8624,9,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/140601/,радиатор,стальной панельный,1430
10.35-10.12.2022,ТВ3761,Радиатор Borpan стальной панельный V-22 300х1200 мм (1135 Вт),8519,21,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/140590/,радиатор,стальной панельный,1135
10.35-10.12.2022,СГ4772,Радиатор PURMO стальной панельный C-22 300х1100 мм (1057 Вт),8460,1,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/57060/,радиатор,стальной панельный,1057
10.35-10.12.2022,СГ4760,Радиатор PURMO стальной панельный C-11 900х1000 мм (1427 Вт),8460,8,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/139089/,радиатор,стальной панельный,1427
10.35-10.12.2022,ТВ3619,Радиатор Borpan стальной панельный V-11 600х1400 мм (1254 Вт),8445,4,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/140555/,радиатор,стальной панельный,1254
10.35-10.12.2022,СГ4584,Радиатор PURMO стальной панельный C-11 500х1600 мм (1389 Вт),8340,7,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/50633/,радиатор,стальной панельный,1389
10.35-10.12.2022,ТВ3913,Радиатор Borpan стальной панельный C-22 600х900 мм (1489 Вт),8296,17,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/140639/,радиатор,стальной панельный,1489
10.35-10.12.2022,СГ4797,Радиатор PURMO стальной панельный C-22 500х600 мм (882 Вт),8260,3,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/57069/,радиатор,стальной панельный,882
10.35-10.12.2022,СГ4869,Радиатор PURMO стальной панельный CV-11 300х1200 мм (655 Вт),8210,1,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/57097/,радиатор,стальной панельный,655
10.35-10.12.2022,СГ4771,Радиатор PURMO стальной панельный C-22 300х1000 мм (961 Вт),8170,1,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/57059/,радиатор,стальной панельный,961
10.35-10.12.2022,ТВ3811,Радиатор Borpan стальной панельный V-22 600х800 мм (1323 Вт),8124,45,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/140612/,радиатор,стальной панельный,1323
10.35-10.12.2022,ТВ3796,Радиатор Borpan стальной панельный V-22 500х900 мм (1287 Вт),8061,44,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/140600/,радиатор,стальной панельный,1287
10.35-10.12.2022,ТВ3760,Радиатор Borpan стальной панельный V-22 300х1100 мм (1041 Вт),8052,9,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/140589/,радиатор,стальной панельный,1041
10.35-10.12.2022,ТВ3618,Радиатор Borpan стальной панельный V-11 600х1300 мм (1165 Вт),8044,2,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/140554/,радиатор,стальной панельный,1165
10.35-10.12.2022,ТВ3897,Радиатор Borpan стальной панельный C-22 500х1100 мм (1573 Вт),8044,21,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/140630/,радиатор,стальной панельный,1573
10.35-10.12.2022,ТВ3810,Радиатор Borpan стальной панельный V-22 600х700 мм (1158 Вт),8039,34,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/140611/,радиатор,стальной панельный,1158
10.35-10.12.2022,СГ4750,Радиатор PURMO стальной панельный C-11 600х1400 мм (1425 Вт),7970,3,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/57054/,радиатор,стальной панельный,1425
10.35-10.12.2022,СГ4913,Радиатор PURMO стальной панельный CV-11 600х800 мм (814 Вт),7840,1,https://www.konturterm.ru/catalog/otoplenie/radiatory/panelnye/57118/,радиатор,стальной панельный,814
